Query,Label
What's your favorite animal?,unsupported
Can you tell me the price of the modern layout?,follow_up_cost
Where is your store in Milano?,showroom
Qual è il tuo sport preferito?,unsupported
Raccontami una barzelletta.,unsupported
Dove si trova il vostro showroom a Cogorno?,showroom
Tell me something interesting.,unsupported
Is the showroom in Roma open today?,showroom
Can you show me a kitchen layout?,search
Can you tell me the price of the vintage layout?,follow_up_cost
Can you show me a kitchen layout?,search
Quali sono gli orari di apertura a Sestri Levante?,showroom
Raccontami una barzelletta.,unsupported
Quali sono gli orari di apertura a Cogorno?,showroom
Dove si trova il vostro showroom a Milano?,showroom
Quali sono gli orari di apertura a Roma?,showroom
Is the showroom in Cogorno open today?,showroom
È costoso quel disegno con island?,follow_up_cost
Mostrami un progetto per una living room.,search
Raccontami una barzelletta.,unsupported
How much does the kitchen design cost?,follow_up_cost
Can you tell me the price of the modern layout?,follow_up_cost
Can you tell me the price of the modern layout?,follow_up_cost
Can you tell me the price of the Scandinavian layout?,follow_up_cost
Che tempo fa a Roma?,unsupported
È costoso quel disegno con mirror?,follow_up_cost
È costoso quel disegno con mirror?,follow_up_cost
Tell me something interesting.,unsupported
Can you tell me the price of the minimalist layout?,follow_up_cost
È costoso quel disegno con bathtub?,follow_up_cost
Mostrami un progetto per una kitchen.,search
Cerco un disegno per una bedroom in stile modern.,search
Mi racconti una storia divertente?,unsupported
Can you show me a kitchen layout?,search
Dove si trova il vostro showroom a Sestri Levante?,showroom
Mostrami un progetto per una kitchen.,search
È costoso quel disegno con bathtub?,follow_up_cost
Can you show me a bedroom layout?,search
Hai dei disegni per una bathroom?,search
Mi racconti una storia divertente?,unsupported
Cerco un disegno per una garden in stile vintage.,search
I'd like a classic bathroom design.,search
Quanto costa il progetto per la garden?,follow_up_cost
I'd like a Scandinavian garden design.,search
I'd like a vintage kitchen design.,search
Can you tell me the price of the rustic layout?,follow_up_cost
Posso visitare lo showroom il sabato?,showroom
I'd like a Scandinavian library design.,search
Quanto costa il progetto per la bathroom?,follow_up_cost
Cerco un disegno per una bathroom in stile classic.,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Is the showroom in Napoli open today?,showroom
Is the showroom in Napoli open today?,showroom
Is the showroom in Milano open today?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Is the showroom in Napoli open today?,showroom
Quanto costa il progetto per la library?,follow_up_cost
Mostrami un progetto per una kitchen.,search
Cerco un disegno per una living room in stile Scandinavian.,search
Sai cucinare?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Do aliens exist?,unsupported
I'd like a vintage library design.,search
Posso visitare lo showroom il domenica?,showroom
Hai dei disegni per una bathroom?,search
Cerco un disegno per una library in stile modern.,search
Raccontami una barzelletta.,unsupported
Can you tell me the price of the classic layout?,follow_up_cost
What's your favorite pizza topping?,unsupported
Can you show me a living room layout?,search
How much does the living room design cost?,follow_up_cost
Posso visitare lo showroom il mercoledì?,showroom
Is the showroom in Cogorno open today?,showroom
I'd like a Scandinavian library design.,search
Where is your store in Roma?,showroom
How much does the bathroom design cost?,follow_up_cost
Mi racconti una storia divertente?,unsupported
Can you show me a living room layout?,search
Can you show me a living room layout?,search
È costoso quel disegno con bathtub?,follow_up_cost
Qual è il tuo sport preferito?,unsupported
How much does the bedroom design cost?,follow_up_cost
Quanto costa il progetto per la garden?,follow_up_cost
Is the showroom in Napoli open today?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
È costoso quel disegno con mirror?,follow_up_cost
Cerco un disegno per una bedroom in stile classic.,search
Can you show me a library layout?,search
Quali sono gli orari di apertura a Napoli?,showroom
Tell me something interesting.,unsupported
Sai cucinare?,unsupported
Quanto costa il progetto per la living room?,follow_up_cost
Sai cucinare?,unsupported
How much does the living room design cost?,follow_up_cost
È costoso quel disegno con bathtub?,follow_up_cost
Is the showroom in Roma open today?,showroom
Can you do math?,unsupported
Cerco un disegno per una garden in stile minimalist.,search
Cerco un disegno per una bedroom in stile Scandinavian.,search
È costoso quel disegno con island?,follow_up_cost
Quali sono gli orari di apertura a Sestri Levante?,showroom
Can you tell me the price of the minimalist layout?,follow_up_cost
Is the showroom in Napoli open today?,showroom
Mostrami un progetto per una living room.,search
Che tempo fa a Roma?,unsupported
I'd like a vintage bathroom design.,search
Dove si trova il vostro showroom a Sestri Levante?,showroom
Quali sono gli orari di apertura a Sestri Levante?,showroom
Hai dei disegni per una living room?,search
How much does the bathroom design cost?,follow_up_cost
What's your favorite animal?,unsupported
Posso visitare lo showroom il venerdì?,showroom
Can you tell me the price of the vintage layout?,follow_up_cost
Dove si trova il vostro showroom a Roma?,showroom
Che tempo fa a Roma?,unsupported
Quanto costa il progetto per la kitchen?,follow_up_cost
How much does the bedroom design cost?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Dove si trova il vostro showroom a Cogorno?,showroom
Can you show me a bedroom layout?,search
È costoso quel disegno con island?,follow_up_cost
Raccontami una barzelletta.,unsupported
What's your favorite pizza topping?,unsupported
Posso visitare lo showroom il sabato?,showroom
How much does the bedroom design cost?,follow_up_cost
Can you show me a kitchen layout?,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Posso visitare lo showroom il mercoledì?,showroom
È costoso quel disegno con bathtub?,follow_up_cost
Cerco un disegno per una library in stile modern.,search
Is the showroom in Napoli open today?,showroom
Quanto costa il progetto per la bedroom?,follow_up_cost
Raccontami una barzelletta.,unsupported
Cerco un disegno per una bathroom in stile rustic.,search
I'd like a Scandinavian garden design.,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Is the showroom in Sestri Levante open today?,showroom
What's your favorite animal?,unsupported
Cerco un disegno per una living room in stile classic.,search
È costoso quel disegno con open shelves?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quali sono gli orari di apertura a Milano?,showroom
Mi racconti una storia divertente?,unsupported
Is the showroom in Sestri Levante open today?,showroom
How much does the bedroom design cost?,follow_up_cost
Mostrami un progetto per una garden.,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Where is your store in Roma?,showroom
Where is your store in Napoli?,showroom
Where is your store in Cogorno?,showroom
È costoso quel disegno con island?,follow_up_cost
Can you show me a library layout?,search
Mostrami un progetto per una garden.,search
Is the showroom in Roma open today?,showroom
Quanto costa il progetto per la library?,follow_up_cost
Hai dei disegni per una garden?,search
Can you tell me the price of the modern layout?,follow_up_cost
Where is your store in Roma?,showroom
Can you show me a bedroom layout?,search
What's your favorite animal?,unsupported
Hai dei disegni per una garden?,search
Raccontami una barzelletta.,unsupported
I'd like a vintage bedroom design.,search
Quali sono gli orari di apertura a Sestri Levante?,showroom
Mostrami un progetto per una garden.,search
Mostrami un progetto per una garden.,search
I'd like a classic kitchen design.,search
Can you do math?,unsupported
Qual è il tuo sport preferito?,unsupported
Where is your store in Roma?,showroom
Dove si trova il vostro showroom a Cogorno?,showroom
Can you do math?,unsupported
Mi racconti una storia divertente?,unsupported
What's your favorite pizza topping?,unsupported
Mostrami un progetto per una kitchen.,search
Quanto costa il progetto per la kitchen?,follow_up_cost
Can you show me a library layout?,search
Hai dei disegni per una bedroom?,search
Cerco un disegno per una library in stile vintage.,search
Qual è il tuo sport preferito?,unsupported
Where is your store in Milano?,showroom
How much does the kitchen design cost?,follow_up_cost
Can you show me a garden layout?,search
Can you do math?,unsupported
Raccontami una barzelletta.,unsupported
Can you do math?,unsupported
Posso visitare lo showroom il sabato?,showroom
Dove si trova il vostro showroom a Sestri Levante?,showroom
Quali sono gli orari di apertura a Napoli?,showroom
Hai dei disegni per una bathroom?,search
Raccontami una barzelletta.,unsupported
Che tempo fa a Roma?,unsupported
Quali sono gli orari di apertura a Sestri Levante?,showroom
Cerco un disegno per una living room in stile modern.,search
Can you do math?,unsupported
Cerco un disegno per una bathroom in stile Scandinavian.,search
I'd like a Scandinavian living room design.,search
Is the showroom in Milano open today?,showroom
What's your favorite animal?,unsupported
Mi racconti una storia divertente?,unsupported
Can you show me a bedroom layout?,search
Mi racconti una storia divertente?,unsupported
Mostrami un progetto per una library.,search
Cerco un disegno per una garden in stile Scandinavian.,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Che tempo fa a Roma?,unsupported
Dove si trova il vostro showroom a Cogorno?,showroom
Che tempo fa a Roma?,unsupported
I'd like a Scandinavian garden design.,search
Where is your store in Napoli?,showroom
È costoso quel disegno con tiles?,follow_up_cost
Hai dei disegni per una living room?,search
Mi racconti una storia divertente?,unsupported
Is the showroom in Cogorno open today?,showroom
How much does the living room design cost?,follow_up_cost
Posso visitare lo showroom il domenica?,showroom
Is the showroom in Roma open today?,showroom
Do aliens exist?,unsupported
Quali sono gli orari di apertura a Sestri Levante?,showroom
Quali sono gli orari di apertura a Cogorno?,showroom
Do aliens exist?,unsupported
Mi racconti una storia divertente?,unsupported
I'd like a minimalist living room design.,search
Can you show me a garden layout?,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
How much does the bedroom design cost?,follow_up_cost
Quali sono gli orari di apertura a Napoli?,showroom
What's your favorite pizza topping?,unsupported
Can you tell me the price of the classic layout?,follow_up_cost
È costoso quel disegno con mirror?,follow_up_cost
Posso visitare lo showroom il domenica?,showroom
Can you tell me the price of the rustic layout?,follow_up_cost
I'd like a minimalist library design.,search
Cerco un disegno per una garden in stile minimalist.,search
Sai cucinare?,unsupported
Hai dei disegni per una bathroom?,search
Quali sono gli orari di apertura a Milano?,showroom
Can you tell me the price of the modern layout?,follow_up_cost
Quanto costa il progetto per la garden?,follow_up_cost
Where is your store in Cogorno?,showroom
Can you show me a kitchen layout?,search
Cerco un disegno per una kitchen in stile rustic.,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Can you show me a kitchen layout?,search
Tell me something interesting.,unsupported
Posso visitare lo showroom il venerdì?,showroom
Mostrami un progetto per una living room.,search
Where is your store in Roma?,showroom
Can you tell me the price of the classic layout?,follow_up_cost
Mi racconti una storia divertente?,unsupported
Qual è il tuo sport preferito?,unsupported
Hai dei disegni per una living room?,search
Can you do math?,unsupported
Can you tell me the price of the classic layout?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Sai cucinare?,unsupported
Quanto costa il progetto per la living room?,follow_up_cost
Do aliens exist?,unsupported
Cerco un disegno per una library in stile classic.,search
Tell me something interesting.,unsupported
Dove si trova il vostro showroom a Milano?,showroom
Can you tell me the price of the minimalist layout?,follow_up_cost
Posso visitare lo showroom il lunedì?,showroom
Is the showroom in Roma open today?,showroom
Do aliens exist?,unsupported
How much does the kitchen design cost?,follow_up_cost
Dove si trova il vostro showroom a Roma?,showroom
Hai dei disegni per una bathroom?,search
Is the showroom in Napoli open today?,showroom
Can you show me a kitchen layout?,search
Hai dei disegni per una library?,search
Cerco un disegno per una bathroom in stile classic.,search
Dove si trova il vostro showroom a Roma?,showroom
I'd like a classic living room design.,search
Hai dei disegni per una garden?,search
Quali sono gli orari di apertura a Cogorno?,showroom
Sai cucinare?,unsupported
Tell me something interesting.,unsupported
Can you show me a library layout?,search
Can you show me a kitchen layout?,search
Where is your store in Napoli?,showroom
Quanto costa il progetto per la bathroom?,follow_up_cost
Mostrami un progetto per una bedroom.,search
Where is your store in Napoli?,showroom
Tell me something interesting.,unsupported
Hai dei disegni per una living room?,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quanto costa il progetto per la library?,follow_up_cost
What's your favorite pizza topping?,unsupported
Mostrami un progetto per una garden.,search
Cerco un disegno per una library in stile minimalist.,search
Hai dei disegni per una kitchen?,search
Mostrami un progetto per una bedroom.,search
Hai dei disegni per una kitchen?,search
Dove si trova il vostro showroom a Napoli?,showroom
Hai dei disegni per una kitchen?,search
How much does the garden design cost?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Can you do math?,unsupported
Quali sono gli orari di apertura a Roma?,showroom
Tell me something interesting.,unsupported
I'd like a Scandinavian garden design.,search
Where is your store in Napoli?,showroom
Tell me something interesting.,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Tell me something interesting.,unsupported
Can you tell me the price of the Scandinavian layout?,follow_up_cost
Quali sono gli orari di apertura a Napoli?,showroom
I'd like a rustic library design.,search
Do aliens exist?,unsupported
Can you tell me the price of the modern layout?,follow_up_cost
How much does the bedroom design cost?,follow_up_cost
Quali sono gli orari di apertura a Sestri Levante?,showroom
Quali sono gli orari di apertura a Milano?,showroom
How much does the bedroom design cost?,follow_up_cost
Where is your store in Roma?,showroom
Is the showroom in Milano open today?,showroom
Can you show me a garden layout?,search
How much does the kitchen design cost?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
How much does the living room design cost?,follow_up_cost
Can you do math?,unsupported
Mostrami un progetto per una garden.,search
Can you do math?,unsupported
Qual è il tuo sport preferito?,unsupported
Where is your store in Roma?,showroom
Can you tell me the price of the modern layout?,follow_up_cost
I'd like a classic library design.,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
What's your favorite animal?,unsupported
Where is your store in Milano?,showroom
Where is your store in Sestri Levante?,showroom
Tell me something interesting.,unsupported
Che tempo fa a Roma?,unsupported
Can you show me a library layout?,search
Mostrami un progetto per una kitchen.,search
Is the showroom in Napoli open today?,showroom
Qual è il tuo sport preferito?,unsupported
Hai dei disegni per una garden?,search
Tell me something interesting.,unsupported
Quali sono gli orari di apertura a Sestri Levante?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Posso visitare lo showroom il domenica?,showroom
Cerco un disegno per una bedroom in stile vintage.,search
I'd like a vintage kitchen design.,search
Quali sono gli orari di apertura a Sestri Levante?,showroom
Can you do math?,unsupported
Hai dei disegni per una bathroom?,search
Where is your store in Sestri Levante?,showroom
Where is your store in Cogorno?,showroom
Mostrami un progetto per una bedroom.,search
Hai dei disegni per una bathroom?,search
Where is your store in Roma?,showroom
Sai cucinare?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Hai dei disegni per una bedroom?,search
Mostrami un progetto per una living room.,search
Sai cucinare?,unsupported
Where is your store in Napoli?,showroom
Quali sono gli orari di apertura a Roma?,showroom
Can you tell me the price of the classic layout?,follow_up_cost
Dove si trova il vostro showroom a Napoli?,showroom
Mi racconti una storia divertente?,unsupported
Cerco un disegno per una library in stile rustic.,search
È costoso quel disegno con island?,follow_up_cost
What's your favorite animal?,unsupported
È costoso quel disegno con mirror?,follow_up_cost
What's your favorite pizza topping?,unsupported
Can you tell me the price of the rustic layout?,follow_up_cost
Do aliens exist?,unsupported
Sai cucinare?,unsupported
Can you show me a bedroom layout?,search
How much does the garden design cost?,follow_up_cost
Raccontami una barzelletta.,unsupported
È costoso quel disegno con bathtub?,follow_up_cost
Dove si trova il vostro showroom a Milano?,showroom
Cerco un disegno per una living room in stile modern.,search
Quanto costa il progetto per la library?,follow_up_cost
Quali sono gli orari di apertura a Cogorno?,showroom
Posso visitare lo showroom il mercoledì?,showroom
Do aliens exist?,unsupported
Hai dei disegni per una living room?,search
Can you do math?,unsupported
Can you do math?,unsupported
Qual è il tuo sport preferito?,unsupported
How much does the garden design cost?,follow_up_cost
Where is your store in Roma?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Sai cucinare?,unsupported
Hai dei disegni per una library?,search
Can you do math?,unsupported
È costoso quel disegno con open shelves?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Is the showroom in Napoli open today?,showroom
Quali sono gli orari di apertura a Roma?,showroom
È costoso quel disegno con bathtub?,follow_up_cost
Quali sono gli orari di apertura a Napoli?,showroom
È costoso quel disegno con bathtub?,follow_up_cost
Raccontami una barzelletta.,unsupported
What's your favorite animal?,unsupported
Quanto costa il progetto per la kitchen?,follow_up_cost
Is the showroom in Napoli open today?,showroom
Quali sono gli orari di apertura a Cogorno?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Mostrami un progetto per una bathroom.,search
Mostrami un progetto per una garden.,search
Dove si trova il vostro showroom a Cogorno?,showroom
Cerco un disegno per una garden in stile classic.,search
Sai cucinare?,unsupported
Hai dei disegni per una bathroom?,search
Raccontami una barzelletta.,unsupported
Quali sono gli orari di apertura a Roma?,showroom
Che tempo fa a Roma?,unsupported
Dove si trova il vostro showroom a Roma?,showroom
How much does the bathroom design cost?,follow_up_cost
Can you show me a bedroom layout?,search
Cerco un disegno per una bathroom in stile vintage.,search
Cerco un disegno per una living room in stile minimalist.,search
Mi racconti una storia divertente?,unsupported
Is the showroom in Napoli open today?,showroom
Mostrami un progetto per una bedroom.,search
Mostrami un progetto per una living room.,search
Hai dei disegni per una library?,search
Hai dei disegni per una library?,search
Can you tell me the price of the classic layout?,follow_up_cost
How much does the living room design cost?,follow_up_cost
Dove si trova il vostro showroom a Napoli?,showroom
Quali sono gli orari di apertura a Roma?,showroom
Quali sono gli orari di apertura a Napoli?,showroom
Dove si trova il vostro showroom a Napoli?,showroom
È costoso quel disegno con island?,follow_up_cost
Is the showroom in Sestri Levante open today?,showroom
Is the showroom in Roma open today?,showroom
What's your favorite animal?,unsupported
Dove si trova il vostro showroom a Milano?,showroom
Dove si trova il vostro showroom a Roma?,showroom
È costoso quel disegno con bathtub?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Tell me something interesting.,unsupported
Is the showroom in Cogorno open today?,showroom
Posso visitare lo showroom il lunedì?,showroom
È costoso quel disegno con island?,follow_up_cost
Quanto costa il progetto per la bathroom?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Do aliens exist?,unsupported
Do aliens exist?,unsupported
Quanto costa il progetto per la library?,follow_up_cost
Posso visitare lo showroom il sabato?,showroom
Can you show me a library layout?,search
Mostrami un progetto per una bathroom.,search
Hai dei disegni per una kitchen?,search
Che tempo fa a Roma?,unsupported
Quali sono gli orari di apertura a Napoli?,showroom
Can you tell me the price of the vintage layout?,follow_up_cost
Mostrami un progetto per una bathroom.,search
Hai dei disegni per una garden?,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
I'd like a Scandinavian garden design.,search
Tell me something interesting.,unsupported
Quanto costa il progetto per la bathroom?,follow_up_cost
È costoso quel disegno con island?,follow_up_cost
Cerco un disegno per una kitchen in stile classic.,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Hai dei disegni per una bedroom?,search
Sai cucinare?,unsupported
Hai dei disegni per una library?,search
I'd like a vintage kitchen design.,search
Hai dei disegni per una bathroom?,search
Quanto costa il progetto per la bedroom?,follow_up_cost
What's your favorite animal?,unsupported
Qual è il tuo sport preferito?,unsupported
Quali sono gli orari di apertura a Napoli?,showroom
Hai dei disegni per una bedroom?,search
How much does the bedroom design cost?,follow_up_cost
È costoso quel disegno con mirror?,follow_up_cost
Can you do math?,unsupported
Mi racconti una storia divertente?,unsupported
Mi racconti una storia divertente?,unsupported
Hai dei disegni per una library?,search
How much does the library design cost?,follow_up_cost
Tell me something interesting.,unsupported
What's your favorite animal?,unsupported
Dove si trova il vostro showroom a Milano?,showroom
Sai cucinare?,unsupported
Can you show me a living room layout?,search
Can you show me a bathroom layout?,search
Quali sono gli orari di apertura a Roma?,showroom
Quanto costa il progetto per la kitchen?,follow_up_cost
How much does the kitchen design cost?,follow_up_cost
Cerco un disegno per una bedroom in stile Scandinavian.,search
Hai dei disegni per una library?,search
Sai cucinare?,unsupported
Can you tell me the price of the Scandinavian layout?,follow_up_cost
I'd like a rustic library design.,search
Quanto costa il progetto per la bathroom?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
What's your favorite animal?,unsupported
Cerco un disegno per una bathroom in stile classic.,search
Where is your store in Sestri Levante?,showroom
How much does the kitchen design cost?,follow_up_cost
Hai dei disegni per una garden?,search
Is the showroom in Cogorno open today?,showroom
Posso visitare lo showroom il domenica?,showroom
Mostrami un progetto per una bathroom.,search
Can you show me a bedroom layout?,search
I'd like a Scandinavian library design.,search
Quanto costa il progetto per la bedroom?,follow_up_cost
Sai cucinare?,unsupported
È costoso quel disegno con open shelves?,follow_up_cost
Dove si trova il vostro showroom a Cogorno?,showroom
Mi racconti una storia divertente?,unsupported
Raccontami una barzelletta.,unsupported
Is the showroom in Roma open today?,showroom
What's your favorite pizza topping?,unsupported
Cerco un disegno per una bathroom in stile modern.,search
Posso visitare lo showroom il lunedì?,showroom
I'd like a classic library design.,search
What's your favorite pizza topping?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quali sono gli orari di apertura a Sestri Levante?,showroom
What's your favorite pizza topping?,unsupported
Hai dei disegni per una garden?,search
Can you tell me the price of the Scandinavian layout?,follow_up_cost
What's your favorite pizza topping?,unsupported
Posso visitare lo showroom il sabato?,showroom
Tell me something interesting.,unsupported
Where is your store in Roma?,showroom
Hai dei disegni per una kitchen?,search
Is the showroom in Cogorno open today?,showroom
Quanto costa il progetto per la garden?,follow_up_cost
Can you show me a garden layout?,search
Can you tell me the price of the vintage layout?,follow_up_cost
Che tempo fa a Roma?,unsupported
Do aliens exist?,unsupported
Hai dei disegni per una bathroom?,search
What's your favorite animal?,unsupported
Can you tell me the price of the modern layout?,follow_up_cost
Dove si trova il vostro showroom a Sestri Levante?,showroom
Tell me something interesting.,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
How much does the library design cost?,follow_up_cost
Cerco un disegno per una bathroom in stile Scandinavian.,search
Che tempo fa a Roma?,unsupported
Can you tell me the price of the vintage layout?,follow_up_cost
What's your favorite animal?,unsupported
I'd like a Scandinavian bedroom design.,search
Tell me something interesting.,unsupported
Hai dei disegni per una bedroom?,search
Where is your store in Sestri Levante?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Posso visitare lo showroom il venerdì?,showroom
È costoso quel disegno con bathtub?,follow_up_cost
Sai cucinare?,unsupported
Where is your store in Milano?,showroom
How much does the kitchen design cost?,follow_up_cost
È costoso quel disegno con tiles?,follow_up_cost
È costoso quel disegno con mirror?,follow_up_cost
Raccontami una barzelletta.,unsupported
Mi racconti una storia divertente?,unsupported
Can you tell me the price of the classic layout?,follow_up_cost
Is the showroom in Milano open today?,showroom
Dove si trova il vostro showroom a Napoli?,showroom
Cerco un disegno per una bedroom in stile minimalist.,search
Mi racconti una storia divertente?,unsupported
Cerco un disegno per una bedroom in stile vintage.,search
How much does the bedroom design cost?,follow_up_cost
Dove si trova il vostro showroom a Roma?,showroom
Tell me something interesting.,unsupported
Quali sono gli orari di apertura a Roma?,showroom
Mostrami un progetto per una bathroom.,search
Hai dei disegni per una library?,search
I'd like a rustic bathroom design.,search
Quanto costa il progetto per la garden?,follow_up_cost
Cerco un disegno per una bedroom in stile Scandinavian.,search
Dove si trova il vostro showroom a Napoli?,showroom
How much does the bedroom design cost?,follow_up_cost
What's your favorite animal?,unsupported
È costoso quel disegno con bathtub?,follow_up_cost
Cerco un disegno per una bathroom in stile classic.,search
Can you tell me the price of the rustic layout?,follow_up_cost
Cerco un disegno per una bathroom in stile rustic.,search
Dove si trova il vostro showroom a Roma?,showroom
Sai cucinare?,unsupported
How much does the library design cost?,follow_up_cost
Tell me something interesting.,unsupported
Posso visitare lo showroom il venerdì?,showroom
Sai cucinare?,unsupported
Can you do math?,unsupported
Hai dei disegni per una bedroom?,search
Hai dei disegni per una living room?,search
What's your favorite animal?,unsupported
Quanto costa il progetto per la living room?,follow_up_cost
Mostrami un progetto per una living room.,search
What's your favorite pizza topping?,unsupported
What's your favorite pizza topping?,unsupported
Mostrami un progetto per una library.,search
What's your favorite animal?,unsupported
Cerco un disegno per una bathroom in stile classic.,search
Mi racconti una storia divertente?,unsupported
Tell me something interesting.,unsupported
Can you tell me the price of the minimalist layout?,follow_up_cost
Where is your store in Napoli?,showroom
Can you show me a bedroom layout?,search
Mostrami un progetto per una bedroom.,search
Posso visitare lo showroom il domenica?,showroom
Qual è il tuo sport preferito?,unsupported
Hai dei disegni per una garden?,search
How much does the kitchen design cost?,follow_up_cost
Raccontami una barzelletta.,unsupported
Raccontami una barzelletta.,unsupported
Mostrami un progetto per una bedroom.,search
Where is your store in Roma?,showroom
Qual è il tuo sport preferito?,unsupported
What's your favorite pizza topping?,unsupported
Where is your store in Sestri Levante?,showroom
Quali sono gli orari di apertura a Cogorno?,showroom
Hai dei disegni per una living room?,search
Can you show me a kitchen layout?,search
Raccontami una barzelletta.,unsupported
Where is your store in Cogorno?,showroom
Mostrami un progetto per una living room.,search
È costoso quel disegno con island?,follow_up_cost
Mostrami un progetto per una kitchen.,search
Raccontami una barzelletta.,unsupported
Can you tell me the price of the Scandinavian layout?,follow_up_cost
Raccontami una barzelletta.,unsupported
È costoso quel disegno con island?,follow_up_cost
How much does the garden design cost?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
È costoso quel disegno con tiles?,follow_up_cost
Che tempo fa a Roma?,unsupported
Can you tell me the price of the classic layout?,follow_up_cost
Quali sono gli orari di apertura a Roma?,showroom
Mostrami un progetto per una bedroom.,search
Can you do math?,unsupported
Che tempo fa a Roma?,unsupported
Is the showroom in Cogorno open today?,showroom
Raccontami una barzelletta.,unsupported
Posso visitare lo showroom il lunedì?,showroom
È costoso quel disegno con open shelves?,follow_up_cost
Do aliens exist?,unsupported
Mostrami un progetto per una kitchen.,search
Che tempo fa a Roma?,unsupported
Do aliens exist?,unsupported
Quali sono gli orari di apertura a Cogorno?,showroom
Hai dei disegni per una living room?,search
Raccontami una barzelletta.,unsupported
È costoso quel disegno con open shelves?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Do aliens exist?,unsupported
Can you show me a kitchen layout?,search
Do aliens exist?,unsupported
Can you tell me the price of the minimalist layout?,follow_up_cost
How much does the bathroom design cost?,follow_up_cost
Do aliens exist?,unsupported
Where is your store in Sestri Levante?,showroom
Qual è il tuo sport preferito?,unsupported
Che tempo fa a Roma?,unsupported
Quanto costa il progetto per la bedroom?,follow_up_cost
Mostrami un progetto per una garden.,search
Quanto costa il progetto per la living room?,follow_up_cost
Mostrami un progetto per una bathroom.,search
I'd like a classic bathroom design.,search
Hai dei disegni per una bedroom?,search
È costoso quel disegno con open shelves?,follow_up_cost
Mi racconti una storia divertente?,unsupported
Mostrami un progetto per una bathroom.,search
Where is your store in Cogorno?,showroom
Do aliens exist?,unsupported
Posso visitare lo showroom il domenica?,showroom
Mostrami un progetto per una library.,search
Can you tell me the price of the rustic layout?,follow_up_cost
What's your favorite animal?,unsupported
I'd like a modern kitchen design.,search
Quanto costa il progetto per la bedroom?,follow_up_cost
Is the showroom in Sestri Levante open today?,showroom
Posso visitare lo showroom il venerdì?,showroom
I'd like a rustic library design.,search
Che tempo fa a Roma?,unsupported
I'd like a modern bedroom design.,search
Quali sono gli orari di apertura a Sestri Levante?,showroom
Quanto costa il progetto per la garden?,follow_up_cost
Quali sono gli orari di apertura a Napoli?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Raccontami una barzelletta.,unsupported
What's your favorite pizza topping?,unsupported
Quanto costa il progetto per la living room?,follow_up_cost
Do aliens exist?,unsupported
Is the showroom in Napoli open today?,showroom
Can you show me a bathroom layout?,search
Mostrami un progetto per una bathroom.,search
Sai cucinare?,unsupported
How much does the bedroom design cost?,follow_up_cost
Che tempo fa a Roma?,unsupported
Posso visitare lo showroom il lunedì?,showroom
Cerco un disegno per una bedroom in stile rustic.,search
Posso visitare lo showroom il lunedì?,showroom
Can you tell me the price of the minimalist layout?,follow_up_cost
